account_id,party_id,product_type,open_date,close_date,status,updated_at
A000765,P000349,SAVINGS,2020-08-22,,OPEN,2026-01-15T00:00:00
A000766,P000035,CREDIT_CARD,2021-12-08,,OPEN,2026-01-15T00:00:00
A000767,P000715,HOME_LOAN,2025-01-21,2026-02-15,CLOSED,2026-02-15T09:00:00
A000768,P001238,SAVINGS,2025-01-08,,OPEN,2026-01-15T00:00:00
A000769,P001172,SAVINGS,2025-08-25,,OPEN,2026-01-15T00:00:00
A000770,P000239,TRANSACTION,2024-04-07,,OPEN,2026-01-15T00:00:00
A000771,P001955,CREDIT_CARD,2022-05-05,,DORMANT,2026-01-15T00:00:00
A000772,P001211,TERM_DEPOSIT,2023-07-06,,OPEN,2026-01-15T00:00:00
A000773,P001435,HOME_LOAN,2022-06-02,,OPEN,2026-01-15T00:00:00
A000774,P000500,CREDIT_CARD,2021-06-13,,OPEN,2026-01-15T00:00:00
A000775,P000315,CREDIT_CARD,2018-06-19,,OPEN,2026-01-15T00:00:00
A000776,P001480,TERM_DEPOSIT,2024-01-11,,DORMANT,2026-01-15T00:00:00
A000777,P000368,TRANSACTION,2018-07-06,,OPEN,2026-01-15T00:00:00
A000778,P000686,TERM_DEPOSIT,2021-02-13,,OPEN,2026-01-15T00:00:00
A000779,P001323,HOME_LOAN,2018-12-20,,OPEN,2026-01-15T00:00:00
A000780,P000419,TRANSACTION,2022-02-24,,OPEN,2026-01-15T00:00:00
A000781,P001557,TRANSACTION,2023-06-17,2026-02-15,CLOSED,2026-02-15T09:00:00
A000782,P001094,SAVINGS,2025-06-21,,OPEN,2026-01-15T00:00:00
A000783,P000131,TRANSACTION,2018-01-22,,DORMANT,2026-01-15T00:00:00
A000784,P000193,SAVINGS,2023-12-23,,DORMANT,2026-01-15T00:00:00
A000785,P001534,TERM_DEPOSIT,2017-03-10,,OPEN,2026-01-15T00:00:00
A000786,P001809,TRANSACTION,2020-03-23,,OPEN,2026-01-15T00:00:00
A000787,P000314,CREDIT_CARD,2017-12-25,2026-01-15,CLOSED,2026-01-15T09:00:00
A000788,P001022,CREDIT_CARD,2019-11-13,,OPEN,2026-01-15T00:00:00
A000789,P000212,HOME_LOAN,2022-08-14,,DORMANT,2026-01-15T00:00:00
A000790,P000536,HOME_LOAN,2024-09-23,,OPEN,2026-01-15T00:00:00
A000791,P000633,TERM_DEPOSIT,2019-12-08,,OPEN,2026-01-15T00:00:00
A000792,P001713,TRANSACTION,2017-07-19,,OPEN,2026-01-15T00:00:00
A000793,P000363,HOME_LOAN,2025-06-25,,OPEN,2026-01-15T00:00:00
A000794,P001019,CREDIT_CARD,2020-04-28,,DORMANT,2026-01-15T00:00:00
A000795,P000500,TERM_DEPOSIT,2018-10-20,,OPEN,2026-01-15T00:00:00
A000796,P001508,CREDIT_CARD,2020-02-13,2026-02-15,CLOSED,2026-02-15T09:00:00
A000797,P001936,CREDIT_CARD,2018-10-22,,OPEN,2026-01-15T00:00:00
A000798,P001526,TRANSACTION,2017-07-24,,OPEN,2026-01-15T00:00:00
A000799,P000264,SAVINGS,2019-04-12,,OPEN,2026-01-15T00:00:00
A000800,P000228,HOME_LOAN,2022-08-21,,OPEN,2026-01-15T00:00:00
A000801,P000893,SAVINGS,2024-05-18,,OPEN,2026-01-15T00:00:00
A000802,P000374,TRANSACTION,2023-12-14,,OPEN,2026-01-15T09:00:00
A000803,P000093,TERM_DEPOSIT,2022-07-14,,OPEN,2026-01-15T00:00:00
A000804,P001089,SAVINGS,2024-02-17,,OPEN,2026-01-15T00:00:00
A000805,P000576,CREDIT_CARD,2017-01-13,2022-06-16,CLOSED,2026-01-15T00:00:00
A000806,P001163,TRANSACTION,2020-03-24,,DORMANT,2026-01-15T00:00:00
A000807,P001259,CREDIT_CARD,2024-12-13,,OPEN,2026-01-15T00:00:00
A000808,P000832,HOME_LOAN,2024-03-28,,DORMANT,2026-01-15T00:00:00
A000809,P001255,TERM_DEPOSIT,2019-02-15,,OPEN,2026-01-15T00:00:00
A000810,P000197,SAVINGS,2019-07-05,,DORMANT,2026-02-15T09:00:00
A000811,P000227,HOME_LOAN,2020-03-13,,OPEN,2026-02-15T09:00:00
A000812,P001792,CREDIT_CARD,2025-09-26,,OPEN,2026-01-15T00:00:00
A000813,P001510,SAVINGS,2021-03-23,,OPEN,2026-01-15T00:00:00
A000814,P000011,TERM_DEPOSIT,2018-01-15,,OPEN,2026-01-15T00:00:00
A000815,P001104,TERM_DEPOSIT,2023-10-03,,OPEN,2026-01-15T00:00:00
A000816,P000386,TRANSACTION,2023-10-16,,OPEN,2026-01-15T00:00:00
A000817,P000095,TERM_DEPOSIT,2025-12-01,,OPEN,2026-01-15T00:00:00
A000818,P000500,HOME_LOAN,2016-11-17,,OPEN,2026-01-15T09:00:00
A000819,P000003,TERM_DEPOSIT,2023-04-29,,OPEN,2026-01-15T00:00:00
A000820,P001894,CREDIT_CARD,2019-10-04,,OPEN,2026-01-15T00:00:00
A000821,P000350,HOME_LOAN,2016-07-06,,DORMANT,2026-01-15T00:00:00
A000822,P000122,CREDIT_CARD,2017-05-10,,DORMANT,2026-02-15T09:00:00
A000823,P000885,SAVINGS,2021-06-30,,OPEN,2026-01-15T00:00:00
A000824,P000893,SAVINGS,2016-09-25,,OPEN,2026-01-15T00:00:00
A000825,P001728,HOME_LOAN,2016-05-04,,OPEN,2026-01-15T00:00:00
A000826,P001027,HOME_LOAN,2023-08-22,,DORMANT,2026-01-15T00:00:00
A000827,P001807,SAVINGS,2021-08-21,,OPEN,2026-01-15T00:00:00
A000828,P000834,TRANSACTION,2023-07-22,,DORMANT,2026-01-15T00:00:00
A000829,P000233,HOME_LOAN,2020-04-15,,OPEN,2026-01-15T00:00:00
A000830,P001572,CREDIT_CARD,2016-11-10,,OPEN,2026-01-15T00:00:00
A000831,P000214,SAVINGS,2023-12-22,,OPEN,2026-01-15T00:00:00
A000832,P001976,TRANSACTION,2021-02-03,,OPEN,2026-01-15T00:00:00
A000833,P000388,SAVINGS,2025-12-13,2029-11-01,CLOSED,2026-01-15T00:00:00
A000834,P000411,SAVINGS,2020-04-15,,OPEN,2026-01-15T09:00:00
A000835,P000203,HOME_LOAN,2017-12-02,,OPEN,2026-01-15T00:00:00
A000836,P001988,SAVINGS,2016-06-08,,OPEN,2026-01-15T00:00:00
A000837,P000944,HOME_LOAN,2022-01-16,,DORMANT,2026-01-15T00:00:00
A000838,P001082,CREDIT_CARD,2017-10-16,,DORMANT,2026-02-15T09:00:00
A000839,P001565,TRANSACTION,2022-04-24,,OPEN,2026-01-15T00:00:00
A000840,P000987,CREDIT_CARD,2021-05-28,2023-09-24,CLOSED,2026-01-15T00:00:00
A000841,P000865,TERM_DEPOSIT,2024-11-22,,OPEN,2026-01-15T00:00:00
A000842,P000012,HOME_LOAN,2016-09-13,,OPEN,2026-01-15T00:00:00
A000843,P001339,TERM_DEPOSIT,2020-02-06,,OPEN,2026-01-15T00:00:00
A000844,P001272,SAVINGS,2023-03-09,,OPEN,2026-01-15T00:00:00
A000845,P001958,CREDIT_CARD,2020-09-20,,OPEN,2026-01-15T00:00:00
A000846,P001030,TRANSACTION,2024-08-25,,OPEN,2026-01-15T00:00:00
A000847,P000858,HOME_LOAN,2022-01-03,2026-12-15,CLOSED,2026-01-15T00:00:00
A000848,P001108,TERM_DEPOSIT,2019-12-24,,OPEN,2026-01-15T00:00:00
A000849,P000364,TRANSACTION,2022-01-13,,OPEN,2026-01-15T00:00:00
A000850,P000308,CREDIT_CARD,2017-12-05,,DORMANT,2026-01-15T00:00:00
A000851,P001952,CREDIT_CARD,2021-09-25,,OPEN,2026-01-15T00:00:00
A000852,P000349,HOME_LOAN,2019-12-22,,DORMANT,2026-02-15T09:00:00
A000853,P001698,TRANSACTION,2016-03-15,,OPEN,2026-01-15T00:00:00
A000854,P000418,TERM_DEPOSIT,2024-05-29,,OPEN,2026-01-15T00:00:00
A000855,P001158,SAVINGS,2019-01-16,,OPEN,2026-01-15T00:00:00
A000856,P001233,TERM_DEPOSIT,2022-02-09,,OPEN,2026-01-15T00:00:00
A000857,P001303,TRANSACTION,2018-06-07,,OPEN,2026-01-15T00:00:00
A000858,P000610,SAVINGS,2017-05-23,,OPEN,2026-01-15T00:00:00
A000859,P000046,CREDIT_CARD,2019-06-19,,DORMANT,2026-01-15T00:00:00
A000860,P000292,HOME_LOAN,2022-12-14,,OPEN,2026-01-15T00:00:00
A000861,P000623,TRANSACTION,2021-05-04,,OPEN,2026-01-15T00:00:00
A000862,P001267,CREDIT_CARD,2017-05-21,,OPEN,2026-01-15T00:00:00
A000863,P000007,HOME_LOAN,2020-07-11,,OPEN,2026-01-15T00:00:00
A000864,P000628,CREDIT_CARD,2017-03-11,,OPEN,2026-01-15T00:00:00
A000865,P001404,HOME_LOAN,2023-02-06,,OPEN,2026-01-15T00:00:00
A000866,P000830,TERM_DEPOSIT,2016-06-02,,OPEN,2026-02-15T09:00:00
A000867,P000396,HOME_LOAN,2025-02-11,2029-10-10,CLOSED,2026-01-15T00:00:00
A000868,P000230,CREDIT_CARD,2020-04-22,,DORMANT,2026-01-15T00:00:00
A000869,P001718,CREDIT_CARD,2020-10-11,,OPEN,2026-01-15T00:00:00
A000870,P000703,SAVINGS,2020-02-21,,DORMANT,2026-01-15T09:00:00
A000871,P001098,HOME_LOAN,2021-06-28,,OPEN,2026-01-15T00:00:00
A000872,P000599,HOME_LOAN,2024-10-05,2027-12-02,DORMANT,2026-02-15T09:00:00
A000873,P000647,TRANSACTION,2025-08-24,,OPEN,2026-01-15T00:00:00
A000874,P001357,HOME_LOAN,2017-01-27,,OPEN,2026-01-15T00:00:00
A000875,P000020,TERM_DEPOSIT,2016-12-01,,DORMANT,2026-01-15T09:00:00
A000876,P001817,TRANSACTION,2024-01-16,,OPEN,2026-01-15T00:00:00
A000877,P001968,CREDIT_CARD,2024-02-14,,OPEN,2026-01-15T00:00:00
A000878,P000593,HOME_LOAN,2025-07-09,,DORMANT,2026-01-15T09:00:00
A000879,P000037,HOME_LOAN,2019-03-18,,DORMANT,2026-01-15T00:00:00
A000880,P001707,TERM_DEPOSIT,2023-12-14,,DORMANT,2026-02-15T09:00:00
A000881,P001577,SAVINGS,2021-12-09,,OPEN,2026-01-15T00:00:00
A000882,P001105,HOME_LOAN,2025-12-14,,OPEN,2026-01-15T00:00:00
A000883,P001363,TRANSACTION,2019-09-24,,OPEN,2026-01-15T00:00:00
A000884,P001365,HOME_LOAN,2022-04-05,,OPEN,2026-01-15T00:00:00
A000885,P001218,CREDIT_CARD,2019-10-12,,OPEN,2026-01-15T00:00:00
A000886,P001522,TRANSACTION,2023-01-09,,DORMANT,2026-01-15T00:00:00
A000887,P001772,SAVINGS,2019-10-03,,OPEN,2026-01-15T00:00:00
A000888,P001966,CREDIT_CARD,2025-10-18,,OPEN,2026-01-15T00:00:00
A000889,P000026,TRANSACTION,2017-02-13,,OPEN,2026-01-15T00:00:00
A000890,P001391,TERM_DEPOSIT,2025-12-14,2026-02-15,CLOSED,2026-02-15T09:00:00
A000891,P001390,CREDIT_CARD,2017-11-19,,OPEN,2026-01-15T00:00:00
A000892,P001780,HOME_LOAN,2024-10-25,2026-01-15,CLOSED,2026-01-15T09:00:00
A000893,P000035,TERM_DEPOSIT,2021-12-20,,DORMANT,2026-02-15T09:00:00
A000894,P001142,TERM_DEPOSIT,2021-08-13,,OPEN,2026-01-15T00:00:00
A000895,P001690,CREDIT_CARD,2017-05-10,,OPEN,2026-01-15T00:00:00
A000896,P001837,TERM_DEPOSIT,2019-11-21,,OPEN,2026-01-15T00:00:00
A000897,P000106,HOME_LOAN,2021-02-11,,OPEN,2026-01-15T00:00:00
A000898,P001476,TRANSACTION,2017-06-04,,OPEN,2026-01-15T00:00:00
A000899,P000966,SAVINGS,2018-08-18,,OPEN,2026-01-15T00:00:00
A000900,P001645,TRANSACTION,2021-04-24,,DORMANT,2026-01-15T00:00:00
A000901,P001536,SAVINGS,2025-08-11,,OPEN,2026-01-15T00:00:00
A000902,P001408,TRANSACTION,2021-03-01,,OPEN,2026-01-15T00:00:00
A000903,P001881,TERM_DEPOSIT,2025-06-05,2026-01-15,CLOSED,2026-01-15T09:00:00
A000904,P000516,SAVINGS,2022-07-24,,DORMANT,2026-01-15T00:00:00
A000905,P000088,CREDIT_CARD,2019-03-20,,OPEN,2026-01-15T00:00:00
A000906,P000702,CREDIT_CARD,2020-07-13,,OPEN,2026-01-15T00:00:00
A000907,P000820,TERM_DEPOSIT,2019-09-11,,DORMANT,2026-01-15T00:00:00
A000908,P000079,CREDIT_CARD,2024-02-10,,OPEN,2026-01-15T00:00:00
A000909,P000258,TRANSACTION,2024-05-15,,OPEN,2026-01-15T00:00:00
A000910,P001251,HOME_LOAN,2022-05-01,,DORMANT,2026-01-15T00:00:00
A000911,P000280,TERM_DEPOSIT,2021-01-25,,DORMANT,2026-01-15T00:00:00
A000912,P000377,SAVINGS,2021-03-10,,OPEN,2026-01-15T00:00:00
A000913,P000679,SAVINGS,2024-07-23,,OPEN,2026-01-15T00:00:00
A000914,P001326,TERM_DEPOSIT,2023-07-18,,DORMANT,2026-01-15T00:00:00
A000915,P000529,CREDIT_CARD,2021-01-11,,OPEN,2026-01-15T00:00:00
A000916,P000796,TERM_DEPOSIT,2022-07-07,,OPEN,2026-01-15T00:00:00
A000917,P001608,TERM_DEPOSIT,2019-11-22,,OPEN,2026-01-15T00:00:00
A000918,P001230,CREDIT_CARD,2021-10-13,,OPEN,2026-01-15T00:00:00
A000919,P001736,SAVINGS,2022-04-20,,OPEN,2026-01-15T09:00:00
A000920,P000012,CREDIT_CARD,2019-12-20,,OPEN,2026-01-15T00:00:00
A000921,P000280,TERM_DEPOSIT,2016-08-24,,OPEN,2026-01-15T00:00:00
A000922,P000446,TRANSACTION,2022-03-23,,OPEN,2026-01-15T00:00:00
A000923,P001765,HOME_LOAN,2024-02-05,,DORMANT,2026-01-15T09:00:00
A000924,P000510,CREDIT_CARD,2025-04-30,,OPEN,2026-01-15T00:00:00
A000925,P001938,TRANSACTION,2024-07-11,,OPEN,2026-01-15T00:00:00
A000926,P001468,CREDIT_CARD,2016-03-19,,OPEN,2026-01-15T00:00:00
A000927,P001310,SAVINGS,2023-04-21,,DORMANT,2026-01-15T00:00:00
A000928,P001013,SAVINGS,2018-11-09,2021-05-28,OPEN,2026-02-15T09:00:00
A000929,P001315,HOME_LOAN,2017-04-19,,OPEN,2026-01-15T00:00:00
A000930,P000709,HOME_LOAN,2017-10-03,,OPEN,2026-01-15T00:00:00
A000931,P000657,HOME_LOAN,2022-05-12,,OPEN,2026-01-15T00:00:00
A000932,P001196,TERM_DEPOSIT,2022-04-26,,OPEN,2026-01-15T00:00:00
A000933,P000709,SAVINGS,2024-01-19,,OPEN,2026-01-15T00:00:00
A000934,P000207,CREDIT_CARD,2017-12-19,,DORMANT,2026-01-15T00:00:00
A000935,P000671,CREDIT_CARD,2024-08-30,2026-11-22,CLOSED,2026-01-15T00:00:00
A000936,P000136,TRANSACTION,2019-01-24,,OPEN,2026-01-15T00:00:00
A000937,P001083,TRANSACTION,2022-03-11,,DORMANT,2026-01-15T00:00:00
A000938,P000189,TERM_DEPOSIT,2021-11-20,,OPEN,2026-01-15T00:00:00
A000939,P000551,CREDIT_CARD,2020-12-07,,OPEN,2026-02-15T09:00:00
A000940,P001307,SAVINGS,2023-05-18,,OPEN,2026-01-15T00:00:00
A000941,P000609,CREDIT_CARD,2021-12-17,,OPEN,2026-01-15T00:00:00
A000942,P001522,TERM_DEPOSIT,2016-02-28,,DORMANT,2026-01-15T09:00:00
A000943,P001728,CREDIT_CARD,2024-09-13,,DORMANT,2026-01-15T00:00:00
A000944,P000614,HOME_LOAN,2024-08-16,,OPEN,2026-01-15T00:00:00
A000945,P000592,HOME_LOAN,2020-10-22,,OPEN,2026-01-15T00:00:00
A000946,P000473,CREDIT_CARD,2023-09-06,,OPEN,2026-01-15T00:00:00
A000947,P000455,SAVINGS,2020-03-26,,OPEN,2026-01-15T09:00:00
A000948,P000862,TRANSACTION,2024-07-23,,OPEN,2026-01-15T00:00:00
A000949,P001409,SAVINGS,2016-02-28,,OPEN,2026-01-15T00:00:00
A000950,P001067,HOME_LOAN,2023-04-10,,DORMANT,2026-01-15T00:00:00
A000951,P000076,HOME_LOAN,2023-12-01,,DORMANT,2026-02-15T09:00:00
A000952,P001821,SAVINGS,2020-08-21,,OPEN,2026-02-15T09:00:00
A000953,P000139,TERM_DEPOSIT,2016-11-07,,DORMANT,2026-01-15T00:00:00
A000954,P001112,CREDIT_CARD,2017-01-19,,OPEN,2026-01-15T00:00:00
A000955,P001694,HOME_LOAN,2023-10-04,,OPEN,2026-01-15T00:00:00
A000956,P001401,TRANSACTION,2021-01-31,,OPEN,2026-01-15T00:00:00
A000957,P000911,TERM_DEPOSIT,2022-06-12,,OPEN,2026-01-15T00:00:00
A000958,P001353,SAVINGS,2021-05-18,,OPEN,2026-01-15T00:00:00
A000959,P000988,HOME_LOAN,2022-04-15,,OPEN,2026-01-15T00:00:00
A000960,P001156,TRANSACTION,2025-05-26,,OPEN,2026-01-15T00:00:00
A000961,P000979,SAVINGS,2021-12-18,,OPEN,2026-01-15T00:00:00
A000962,P000781,CREDIT_CARD,2022-09-05,,DORMANT,2026-02-15T09:00:00
A000963,P000906,CREDIT_CARD,2024-12-23,,OPEN,2026-01-15T00:00:00
A000964,P000814,HOME_LOAN,2024-02-20,,OPEN,2026-01-15T00:00:00
A000965,P000459,SAVINGS,2025-03-24,2029-12-14,CLOSED,2026-01-15T00:00:00
A000966,P001238,HOME_LOAN,2021-07-08,,OPEN,2026-01-15T00:00:00
A000967,P001288,CREDIT_CARD,2023-01-29,,DORMANT,2026-01-15T00:00:00
A000968,P000699,TRANSACTION,2023-01-08,2026-08-08,CLOSED,2026-01-15T00:00:00
A000969,P001618,TRANSACTION,2019-05-16,,OPEN,2026-01-15T00:00:00
A000970,P000098,HOME_LOAN,2018-03-24,,OPEN,2026-01-15T00:00:00
A000971,P000982,SAVINGS,2019-04-13,,OPEN,2026-01-15T00:00:00
A000972,P001855,SAVINGS,2019-06-26,,OPEN,2026-01-15T00:00:00
A000973,P001451,TERM_DEPOSIT,2016-08-15,,DORMANT,2026-01-15T00:00:00
A000974,P000174,HOME_LOAN,2024-02-15,,OPEN,2026-02-15T09:00:00
A000975,P001069,TERM_DEPOSIT,2019-04-18,,OPEN,2026-01-15T00:00:00
A000976,P000603,CREDIT_CARD,2022-09-26,,OPEN,2026-01-15T00:00:00
A000977,P001053,HOME_LOAN,2022-11-08,,OPEN,2026-01-15T00:00:00
A000978,P001923,HOME_LOAN,2022-08-16,,OPEN,2026-01-15T00:00:00
A000979,P000759,CREDIT_CARD,2017-11-02,,DORMANT,2026-02-15T09:00:00
A000980,P001795,TERM_DEPOSIT,2024-01-17,,OPEN,2026-01-15T00:00:00
A000981,P001004,TERM_DEPOSIT,2016-09-20,,OPEN,2026-01-15T00:00:00
A000982,P000713,HOME_LOAN,2018-11-02,,OPEN,2026-01-15T00:00:00
A000983,P001519,TRANSACTION,2024-07-17,,DORMANT,2026-01-15T00:00:00
A000984,P000366,SAVINGS,2016-07-05,2026-01-15,CLOSED,2026-01-15T09:00:00
A000985,P001195,CREDIT_CARD,2025-02-27,,OPEN,2026-01-15T00:00:00
A000986,P001352,TRANSACTION,2017-10-05,,OPEN,2026-01-15T00:00:00
A000987,P001083,HOME_LOAN,2016-10-06,,DORMANT,2026-01-15T09:00:00
A000988,P001858,CREDIT_CARD,2023-11-09,,OPEN,2026-01-15T00:00:00
A000989,P001896,TERM_DEPOSIT,2025-01-15,,OPEN,2026-01-15T00:00:00
A000990,P000612,TERM_DEPOSIT,2017-07-17,,OPEN,2026-01-15T00:00:00
A000991,P001617,TERM_DEPOSIT,2022-04-10,,DORMANT,2026-01-15T00:00:00
A000992,P000871,CREDIT_CARD,2017-01-17,,DORMANT,2026-01-15T00:00:00
A000993,P001071,CREDIT_CARD,2017-06-06,,DORMANT,2026-01-15T00:00:00
A000994,P000373,SAVINGS,2020-02-03,,OPEN,2026-01-15T00:00:00
A000995,P001081,HOME_LOAN,2018-10-20,,OPEN,2026-01-15T00:00:00
A000996,P001738,HOME_LOAN,2022-02-16,,OPEN,2026-02-15T09:00:00
A000997,P001183,SAVINGS,2024-09-05,,OPEN,2026-02-15T09:00:00
A000998,P001006,HOME_LOAN,2019-02-14,2019-09-25,CLOSED,2026-01-15T00:00:00
A000999,P000689,HOME_LOAN,2022-11-16,,DORMANT,2026-01-15T00:00:00
A001000,P000046,HOME_LOAN,2025-10-31,,DORMANT,2026-01-15T00:00:00
A001001,P001978,HOME_LOAN,2018-08-06,,DORMANT,2026-01-15T00:00:00
A001002,P001706,TRANSACTION,2018-11-22,,OPEN,2026-01-15T09:00:00
A001003,P000096,TERM_DEPOSIT,2020-12-19,,OPEN,2026-01-15T00:00:00
A001004,P001764,CREDIT_CARD,2022-06-03,,OPEN,2026-01-15T00:00:00
A001005,P000452,TERM_DEPOSIT,2021-03-20,,OPEN,2026-01-15T00:00:00
A001006,P001345,TERM_DEPOSIT,2024-12-15,,OPEN,2026-01-15T00:00:00
A001007,P001537,TRANSACTION,2017-08-11,,OPEN,2026-01-15T00:00:00
A001008,P001968,TRANSACTION,2017-07-01,,OPEN,2026-01-15T00:00:00
A001009,P000652,SAVINGS,2017-05-03,,DORMANT,2026-01-15T09:00:00
A001010,P000040,TRANSACTION,2024-07-16,,OPEN,2026-01-15T00:00:00
A001011,P001612,HOME_LOAN,2024-08-04,,OPEN,2026-01-15T00:00:00
A001012,P001963,HOME_LOAN,2025-01-24,,OPEN,2026-01-15T00:00:00
A001013,P000971,TERM_DEPOSIT,2024-07-20,,DORMANT,2026-01-15T00:00:00
A001014,P000645,TERM_DEPOSIT,2024-06-14,,OPEN,2026-01-15T00:00:00
A001015,P000873,TRANSACTION,2024-08-07,,OPEN,2026-01-15T00:00:00
A001016,P001087,TERM_DEPOSIT,2019-07-11,,OPEN,2026-01-15T00:00:00
A001017,P000206,HOME_LOAN,2016-09-10,,OPEN,2026-01-15T00:00:00
A001018,P000580,TERM_DEPOSIT,2017-12-01,2026-02-15,CLOSED,2026-02-15T09:00:00
A001019,P000613,SAVINGS,2025-04-11,,DORMANT,2026-01-15T00:00:00
A001020,P000820,TRANSACTION,2017-12-11,,OPEN,2026-01-15T00:00:00
A001021,P001628,HOME_LOAN,2022-02-10,,DORMANT,2026-01-15T00:00:00
A001022,P001551,CREDIT_CARD,2020-05-24,,OPEN,2026-01-15T00:00:00
A001023,P000161,SAVINGS,2024-05-23,,DORMANT,2026-01-15T00:00:00
A001024,P001475,HOME_LOAN,2018-03-21,,OPEN,2026-01-15T00:00:00
A001025,P000428,TERM_DEPOSIT,2021-06-18,,OPEN,2026-01-15T00:00:00
A001026,P000123,TRANSACTION,2023-03-31,,OPEN,2026-01-15T00:00:00
A001027,P000658,CREDIT_CARD,2018-12-07,,OPEN,2026-01-15T00:00:00
A001028,P001957,TERM_DEPOSIT,2024-12-11,,DORMANT,2026-01-15T09:00:00
A001029,P000176,TERM_DEPOSIT,2020-11-28,,OPEN,2026-01-15T00:00:00
A001030,P000769,SAVINGS,2016-04-22,,OPEN,2026-01-15T00:00:00
A001031,P000380,TERM_DEPOSIT,2019-05-27,,OPEN,2026-01-15T00:00:00
A001032,P000236,TRANSACTION,2022-01-26,,OPEN,2026-01-15T00:00:00
A001033,P000804,HOME_LOAN,2021-09-13,,DORMANT,2026-01-15T09:00:00
A001034,P001716,HOME_LOAN,2025-06-25,,OPEN,2026-01-15T00:00:00
A001035,P000372,CREDIT_CARD,2023-04-09,,OPEN,2026-01-15T00:00:00
A001036,P001115,HOME_LOAN,2025-08-23,,DORMANT,2026-01-15T00:00:00
A001037,P001331,CREDIT_CARD,2021-03-25,2023-09-10,CLOSED,2026-01-15T00:00:00
A001038,P000510,TERM_DEPOSIT,2025-11-27,,OPEN,2026-01-15T00:00:00
A001039,P000773,TERM_DEPOSIT,2023-12-22,,OPEN,2026-01-15T00:00:00
A001040,P001443,CREDIT_CARD,2023-01-31,,OPEN,2026-01-15T00:00:00
A001041,P000214,HOME_LOAN,2025-02-06,,OPEN,2026-01-15T00:00:00
A001042,P001943,TERM_DEPOSIT,2018-02-23,,OPEN,2026-01-15T00:00:00
A001043,P000685,HOME_LOAN,2018-11-04,,DORMANT,2026-01-15T00:00:00
A001044,P001882,TERM_DEPOSIT,2016-03-06,,DORMANT,2026-01-15T00:00:00
A001045,P000087,TERM_DEPOSIT,2021-05-14,,DORMANT,2026-01-15T00:00:00
A001046,P001370,HOME_LOAN,2024-07-25,,OPEN,2026-02-15T09:00:00
A001047,P001004,SAVINGS,2019-10-30,,OPEN,2026-01-15T00:00:00
A001048,P000996,CREDIT_CARD,2025-11-13,,OPEN,2026-01-15T00:00:00
A001049,P001912,HOME_LOAN,2023-08-15,,OPEN,2026-01-15T00:00:00
A001050,P001297,TERM_DEPOSIT,2016-03-05,,OPEN,2026-01-15T00:00:00
A001051,P000237,HOME_LOAN,2018-05-17,,OPEN,2026-01-15T00:00:00
A001052,P001212,TERM_DEPOSIT,2017-06-29,,OPEN,2026-01-15T00:00:00
A001053,P000044,HOME_LOAN,2017-01-19,,OPEN,2026-01-15T00:00:00
A001054,P000091,CREDIT_CARD,2021-05-05,,OPEN,2026-01-15T00:00:00
A001055,P001423,HOME_LOAN,2020-05-28,,OPEN,2026-01-15T00:00:00
A001056,P001883,TRANSACTION,2018-12-07,2022-04-16,CLOSED,2026-01-15T00:00:00
A001057,P001098,TERM_DEPOSIT,2024-01-05,,OPEN,2026-01-15T00:00:00
A001058,P001567,TERM_DEPOSIT,2019-01-29,,OPEN,2026-01-15T00:00:00
A001059,P001967,TERM_DEPOSIT,2016-03-10,,OPEN,2026-01-15T00:00:00
A001060,P000485,TERM_DEPOSIT,2024-09-14,2026-01-15,CLOSED,2026-01-15T09:00:00
A001061,P000929,SAVINGS,2019-12-06,,OPEN,2026-01-15T00:00:00
A001062,P000928,TERM_DEPOSIT,2016-06-22,,OPEN,2026-01-15T00:00:00
A001063,P001982,CREDIT_CARD,2023-10-03,,OPEN,2026-01-15T00:00:00
A001064,P001146,TRANSACTION,2016-12-02,,OPEN,2026-01-15T00:00:00
A001065,P000785,TERM_DEPOSIT,2017-02-10,,DORMANT,2026-01-15T09:00:00
A001066,P001697,TRANSACTION,2017-04-05,2026-01-15,CLOSED,2026-01-15T09:00:00
A001067,P000426,HOME_LOAN,2023-09-07,,OPEN,2026-01-15T00:00:00
A001068,P001845,TRANSACTION,2020-04-23,2026-01-15,CLOSED,2026-01-15T09:00:00
A001069,P001123,CREDIT_CARD,2020-04-09,,OPEN,2026-01-15T00:00:00
A001070,P000735,HOME_LOAN,2020-12-27,,OPEN,2026-01-15T00:00:00
A001071,P000439,CREDIT_CARD,2023-06-19,,OPEN,2026-01-15T00:00:00
A001072,P000920,TRANSACTION,2022-10-10,,OPEN,2026-01-15T00:00:00
A001073,P000476,TRANSACTION,2016-08-28,,OPEN,2026-01-15T00:00:00
A001074,P001870,TRANSACTION,2019-03-05,,DORMANT,2026-01-15T09:00:00
A001075,P001691,CREDIT_CARD,2022-01-17,,OPEN,2026-01-15T00:00:00
A001076,P000261,CREDIT_CARD,2025-09-13,,OPEN,2026-01-15T00:00:00
A001077,P001612,SAVINGS,2024-06-19,,DORMANT,2026-01-15T09:00:00
A001078,P000138,SAVINGS,2025-07-08,,OPEN,2026-01-15T09:00:00
A001079,P001831,TRANSACTION,2016-04-15,,DORMANT,2026-01-15T00:00:00
A001080,P001336,TERM_DEPOSIT,2019-02-08,,OPEN,2026-01-15T00:00:00
